Abundance,SAMEA728908,SAMEA728622,SAMEA728808,SAMEA728663,SAMEA728854,SAMEA728851,SAMEA728772,SAMEA728755,SAMEA728706,SAMEA728646,SAMEA728680,SAMEA728785,SAMEA728913,SAMEA728876,SAMEA728697,SAMEA728749,SAMEA728887,SAMEA728929,SAMEA728674,SAMEA728602,SAMEA728690,SAMEA728923,SAMEA728791,SAMEA728862,SAMEA728821,SAMEA728920,SAMEA728942,SAMEA728873,SAMEA728933,SAMEA728685,SAMEA728630,SAMEA728611,SAMEA728760,SAMEA728703,SAMEA728805,SAMEA728814,SAMEA728734,SAMEA728665,SAMEA728740,SAMEA728617,SAMEA728899,SAMEA728627,SAMEA728652,SAMEA728783,SAMEA728672,SAMEA728777,SAMEA728902,SAMEA728797,SAMEA728586,SAMEA728835,SAMEA728649,SAMEA728918,SAMEA728843,SAMEA728788,SAMEA728574,SAMEA728831,SAMEA728726,SAMEA728799,SAMEA728916,SAMEA728867,SAMEA728635,SAMEA728700,SAMEA728865,SAMEA728670,SAMEA728717,SAMEA728667,SAMEA728614,SAMEA728950,SAMEA728794,SAMEA728692,SAMEA728884,SAMEA728599,SAMEA728766,SAMEA728582,SAMEA728826,SAMEA728769,SAMEA728890,SAMEA728638,SAMEA728661,SAMEA728894,SAMEA728848,SAMEA728817,SAMEA728925,SAMEA728802,SAMEA728774,SAMEA728763,SAMEA728905,SAMEA728897,SAMEA728589,SAMEA728723,SAMEA728745,SAMEA728720,SAMEA728731,SAMEA728712,SAMEA728780,SAMEA728565,SAMEA728845,SAMEA728570,SAMEA728676,SAMEA728752,SAMEA728643,SAMEA728594,SAMEA728709,SAMEA728859,SAMEA728743,SAMEA728714,SAMEA728910,SAMEA728856,SAMEA728839,SAMEA728658,SAMEA728737,SAMEA728946,SAMEA728655,SAMEA728561,SAMEA728870,SAMEA728938,SAMEA728578,SAMEA728881,SAMEA728812,SAMEA728829,SAMEA728878,SAMEA728728,SAMEA728607,SAMEA728758
t__SGB4722,,,0.00246,0.0099,0.02689,0,0.00163,0.01262,0,0,0,0,0.003,0.00269,0,0,0,0,0,0,0,0,0,0,0.04084,0,0.00145,0,0.0168,0,0,0,0.0381,0,0.01232,0.00281,0.00032,0,0,0.00091,0,0,0,0.07678,0.00136,0.0134,0.00105,0,0,0,0.11935,0.00686,0.0177,0,0,0,0,0,0,0.01616,0.01872,0,0,0,0,0.01435,0,0.01172,0,0.09998,0,0,0.01869,0,0,0,0,0,0,0,0,0.00842,0,0,0.00271,0.00115,0.00342,0,0,0,0,0.02,0,0.0159,0,0.00616,0.09612,0,0,0,0,0,0,0,0,0,0,0,0,0.01769,0.01382,0,0,0,0.01301,0,0.00804,0,0.0027,0.06143,0,0.02162,0,0
t__SGB71360,,,0.00238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02926,0,0,0,0,0,0,0
t__SGB4758,,,0.00237,0,0,0,0.0021,0,0.00127,0,0.00507,0,0,0.00539,0,0,0.02425,0,0,0,0,0.01687,0.1424,0,0.0981,0,0.05219,0.00612,0.00882,0,0,0,0,0,0,0.00038,0,0,0.55846,0.02681,0.00032,0,0,0.17189,0.0027,0,0.00121,0.02785,0,0,0.07669,0,0,0.00222,0,0,0.00366,0.01087,0,0,0.01406,0,0,0.01376,0,0,0,0,0,0,0,0,0,0,0,0.03702,0,0,0,0.05513,0,0,0,0,0.21204,0.00063,0,0,0,0,0,0,0,0.00027,0.01718,0,0.21838,1.58141,0,0,0,0,0.98559,0,0.05583,0,0,0.00179,0.00323,0,0.00907,0,0,0,0.0871,0.00682,0.06536,0,0,0.7305,0,0,0,0
t__SGB1653,,,0.00218,0,0,0,0,0,0,0.08989,0.00586,0,0,0,0.00117,0,0,0,0.01997,0,0.00202,0,0,0,0,0.04061,0,0,0,0.01211,0,0,0,0,0,0,0,0.10788,0,0,0,0,0.0047,2.63617,0,0,0,0,0.018,0,0,0,0,0.00409,0,0.06018,0,0,0.0029,0,0,0,0.03237,0.01818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07802,0,0.01793,0,0.028,0.00436,0,0.14403,0,0,0,0,0.00044,0,0,0,0,0,0,0.17313,0.02843,0,0,0,0,0,0,0.00428,0,0,0,0,0,0,0,0,0.01607,0.01416
t__SGB79798,,,0.00161,0,0.00623,0.00122,0,0,0.00321,0,0.00067,0.0023,0.00128,0,0.01653,0.00462,0,0.0026,0,0,0.01505,0,0,0,0,0,0,0.00762,0.00329,0.00163,0.00262,0.00268,0.02355,0,0.00357,0.00838,0.0015,0,0,0.00242,0.00753,0.00268,0,0.00444,0.00264,0.00346,0.00195,0,0,0,0.00106,0.00224,0,0,0,0,0.00622,0.00512,0,0.01781,0.00534,0.00117,0.00137,0,0,0.00409,0.00199,0.00611,0.01594,0.01292,0,0,0,0.00061,0.00121,0.00107,0,0,0,0,0.00193,0,0.00178,0.00544,0,0.01089,0,0,0,0.05211,0.0034,0,0,0,0.00337,0.00049,0,0,0,0.01222,0.00024,0.0103,0,0.00086,0.00103,0,0,0,0,0.00321,0.00234,0,0.00486,0,0.01605,0,0.00669,0,0.0015,0.00364,0.00031,0.0015,0,0
t__SGB71281,,,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01916,0,0.0115,0,0,0,0,0,0.02665,0,0,0,0.00558,0,0,0,0.03209,0,0,0,0,0.12384,0.01665,0,0.0025,0.00822,0.01511,0,0,0,0,0,0,0,0,0.01203,0,0.00294,0,0.00013,0,0,0,0,0,0.00201,0,0,0,0.00449,0,0.00373,0,0,0,0.00838,0,0,0,0,0,0.00594,0,0,0,0,0,0,0.0006,0,0.02294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4775,,,0.00156,0,0.0026,0,0,0.00157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186,0,0,0,0,0.03686,0.02879,0,0,0,0,0,0,0.00156,0.00317,0,0,0,0.01277,0,0.00241,0,0.01129,0,0.00161,0,0,0,0,0.01533,0,0,0,0,0,0,0,0,0,0.02745,0,0,0,0,0,0,0.00155,0,0,0,0,0.02359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01124,0.00198,0.02386,0,0.00124,0,0.00128,0.00317,0,0,0,0
t__SGB1623,,,0.00145,0,0,0,0,0,0,0.04775,0.0035,0,0,0,0.00123,0,0,0,0.00516,0,0.00098,0,0,0,0,0.0362,0,0,0,0.01549,0,0,0,0,0,0,0,0.05396,0,0,0,0,0.00095,0.01445,0,0,0,0,0.00702,0,0,0,0,0.00089,0,0.01546,0,0,0.00602,0,0,0,0.01742,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0.07589,0,0.02367,0,0.02034,0.00263,0,0.02862,0,0,0,0,0.00032,0,0,0,0,0,0,0.03992,0.02117,0,0,0,0,0,0,0.00291,0,0,0,0,0,0,0,0,0.00246,0.00263
t__SGB15140,,,0.00135,0.00315,0.00344,0,0.01632,0,0,0,0,0,0.00457,0.00429,0,0,0.01917,0,0,0,0,0.0064,0,0,0.00269,0,0,0,0.01856,0,0.00269,0.0068,0,0,0,0,0,0,0,0.003,0,0.00786,0,0.00344,0,0.00936,0,0,0,0,0.04053,0.00859,0,0,0,0.00866,0.00444,0.01255,0,0.00177,0.02302,0,0,0,0.01198,0.00887,0,0,0.00036,0.04035,0,0,0.02721,0.00053,0,0,0.0038,0,0,0,0,0,0,0,0.0074,0.0045,0,0,0,0.00968,0,0,0,0.01565,0.00552,0.00239,0,0,0,0,0.00125,0,0,0.00414,0,0,0,0,0,0,0.00936,0,0,0,0,0,0.00614,0,0,0.00633,0,0,0,0
t__SGB17237,,,0.00125,0.36246,0,0,0.00031,0.04709,0,0,0,0,0.0195,0,0,0,0,0.17215,0.04691,0.12116,0,0,0.22673,0,0,0,0,0,0,0,0,0,0,0,0.07375,0,0.16477,0,0.00271,0,0.21149,0,0,0,0,0.09592,0.01311,0.01133,0,0,0.00548,0,0,0,0.01197,0,0,0,0,0.15847,0,0,0,0,0.03008,0,0,0.01708,0.0381,0,0,0,0,0,0,0,0,0,0.03102,0,0,0.03308,0,0,0,0.35361,0,0.08465,0,0,0,0,0,0,0,0.04317,0,0,0,0,0.05017,0.03507,0,0,0,0,0,1.06586,0,0,0,0,0,0.01667,0,0,0,0,0.00069,0,0,0,0,0
t__SGB48548,,,0.00061,0,0,0,0,0,0,0,0,0,0.00411,0,0,0,0.00232,0,0,0.00528,0,0.00155,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0,0,0.0007,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0.00264,0,0,0,0,0,0.00147,0,0,0,0,0,0.0003,0,0,0.00327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01726,0,0
t__SGB1878,,,0.00057,0,0,0,0,0,0,0,0,0,0.00161,0,0,0,0.00074,0,0,0.00521,0,0.00217,0,0,0,0,0,0,0,0,0,0,0,0.06088,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0.00096,0,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0.03641,0,0,0,0,0,0,0,0,0,0,0.05538,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963,0,0,0,0,0,0,0,0,0,0,0,0.08755,0.00362,0,0
t__SGB20122,,,0.00044,0,0,0,0,0,0,0.03078,0.00256,0,0,0,0,0,0,0,0.00279,0,0.0015,0,0,0,0,0.01838,0,0,0,0.00815,0,0,0,0,0,0,0,0.02107,0,0,0,0,0.00245,0.00644,0,0,0,0,0.00587,0,0,0,0,0.00116,0,0.00445,0,0,0.0029,0,0,0,0.00981,0.01209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05368,0,0.01672,0,0.02076,0.0023,0,0.0132,0,0,0,0,0.00013,0,0,0,0,0,0,0.04246,0.01572,0,0,0,0,0,0,0.00339,0,0,0,0,0,0,0,0,0,0.00508
t__SGB7256,,,0.00031,0,0,0,0.0106,0,0,0,0.00072,0,0,0,0,0.00051,0,0,0,0,0,0.00617,0,0,0.01655,0,0.01096,0.00362,0.00043,0,0,0,0,0,0,0,0,0,0,0.0036,0.00522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0.00117,0,0,0.00124,0,0,0,0,0,0,0.01605,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0.00071,0,0,0,0.01505,0,0.00029,0,0,0.00073,0,0.0066,0,0.01539,0,0,0.00463,0,0.00062,0,0
t__SGB77766,,,0.0003,0,0,0,0,0,0,0,0,0,0.00145,0,0,0,0,0.003,0,0.00075,0,0.00532,0.00023,0.00543,0,0,0,0,0.00098,0,0,0,0,0,0,0.00038,0.00028,0,0.00105,0.00046,0,0,0,0,0.00014,0,0,0.00046,0,0,0.00116,0.0012,0,0,0,0,0,0,0,0,0,0,0,0.00097,0,0,0,0.00183,0,0,0,0,0,0,0,0,0,0.00012,0.0004,0.00025,0.00115,0,0,0,0.00294,0,0.00049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,0.00176,0,0,0,9e-05,0,0,0,0,0.00236,0,0,0.00841,0,0,0,0
t__SGB82546,,,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953,0,0,0,0,0,0,0
t__SGB27789,,,0.00015,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,0,0.00043,0,0.00485,0,0.00992,0.00279,0.00867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0,0,0,0.03861,0,0.00271,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,0.0002,0,0,0,0,0,0,0.00045,0.00198,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142,0,0,0.00099,0.00039,0,0,0,0,0,0,0,0,0,0,0,0
p__Candidatus_Saccharibacteria,,,,0.01367,0,0,0.00788,0.00513,0,0,0,0,0,0.02438,0,0.00369,0,0,0,0,0.0077,0,0.00355,0,0.0022,0,0,0,0.00305,0,0,0.00269,0,0,0.01109,0.00719,0,0,0,0,0.00589,0,0,0,0,0,0,0,0,0.00621,0.0116,0,0.01004,0.00873,0,0,0,0,0.00848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0,0.00501,0.01066,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0.00554,0,0.00299,0,0,0.0006,0.00555,0.01384,0,0,0.01302,0,0,0,0.00766,0,0,0.00135,0,0,0.01249,0,0,0,0,0,0.0022
c__CFGB3022,,,,0.01456,0,0,0,0,0,0,0,0,0,0,0.00537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995,0,0,0,0,0,0,0,0,0.00796,0,0,0,0,0,0,0,0.00622,0,0,0,0,0,0,0.01914,0,0,0,0,0,0.00262,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01147,0,0,0,0,0,0.00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__Candidatus_Saccharibacteria_unclassified,,,,0.01367,0,0,0.00788,0,0,0,0,0,0,0.02438,0,0.00369,0,0,0,0,0.0077,0,0.00355,0,0,0,0,0,0.00305,0,0,0.00269,0,0,0.01109,0.00719,0,0,0,0,0.00332,0,0,0,0,0,0,0,0,0.00621,0.0116,0,0.01004,0.00873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0,0.00501,0.01066,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0.00554,0,0.00299,0,0,0,0.00555,0.01384,0,0,0,0,0,0,0.00766,0,0,0,0,0,0.01249,0,0,0,0,0,0
c__CFGB37155,,,,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0.00236,0,0,0,0.00191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191,0,0,0,0,0,0,0.00036,0,0,0,0,0,0.00018,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Bacillales,,,,0.07772,0,0.39891,0.00112,0.0161,0.45173,0,0.54553,0.17386,0,0.34929,1.41392,0,0,0.5999,0.13425,0,0.32937,0.00182,0.00131,3.50449,0.00025,0.10649,0.11173,0.04799,0.0007,0.32498,0.15948,0.05236,0.19125,0.00087,0.7583,0,0.49484,0.15417,0,0.4748,0.01121,0.01771,0.01647,0,0.27231,0.00396,0.0418,0,0.04216,0,0.00292,0,1.82438,0.00019,0.56138,0.19654,0.29814,0,1.28742,0,0.19635,0.14108,0.74342,0.10337,0.26785,1.03127,0.93567,0.3633,0.91146,0,0.17261,0,0,0.12212,0.00824,0,0,0,0.40219,0.00225,0.19036,0.38623,0.15401,0.46324,0,0.27566,0.09318,0.05216,0.32466,0.02962,0.0101,0.54064,0.90808,0.52763,0.06643,0,0,0.09227,0.20565,0.88524,0.6107,0.04525,0,0.40173,0.14945,0.27219,0.87056,0,1.63291,0.09936,0,1.27851,0.00058,0.05969,0.00529,0.00697,0.10897,0.23243,0,0.00587,1.33114,3.94684,1.022,0
o__Chromatiales,,,,0.01611,0,0,0.088,0,0,0.0224,0.00651,0.0143,0,0.03358,0,0,0,0.00519,0,0.01741,0,0.03438,0,0,0.0881,0,0,0,0.07318,0,0.02484,0,0,0,0.0125,0.01179,0.04229,0.01131,0.03542,0.0585,0,0,0.01396,0.03317,0,0.01883,0.01639,0.11854,0,0.0194,0,0.0218,0.00901,0.00999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02657,0,0.00756,0.02398,0.01783,0.00963,0.0102,0.01251,0.03305,0,0.03225,0.03522,0,0.04679,0,0,0.06025,0.0685,0,0,0,0.05882,0,0,0.01338,0,0,0,0,0,0.01604,0,0.02888,0.00054,0,0.03926,0.0075,0,0,0,0.02749,0.03864,0.06466,0,0.048,0,0,0.00538,0,0,0.06299,0,0,0,0,0
o__OFGB3022,,,,0.01456,0,0,0,0,0,0,0,0,0,0,0.00537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995,0,0,0,0,0,0,0,0,0.00796,0,0,0,0,0,0,0,0.00622,0,0,0,0,0,0,0.01914,0,0,0,0,0,0.00262,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01147,0,0,0,0,0,0.00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Candidatus_Saccharibacteria_unclassified,,,,0.01367,0,0,0.00788,0,0,0,0,0,0,0.02438,0,0.00369,0,0,0,0,0.0077,0,0.00355,0,0,0,0,0,0.00305,0,0,0.00269,0,0,0.01109,0.00719,0,0,0,0,0.00332,0,0,0,0,0,0,0,0,0.00621,0.0116,0,0.01004,0.00873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0,0.00501,0.01066,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0.00554,0,0.00299,0,0,0,0.00555,0.01384,0,0,0,0,0,0,0.00766,0,0,0,0,0,0.01249,0,0,0,0,0,0
o__OFGB37155,,,,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0.00236,0,0,0,0.00191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191,0,0,0,0,0,0,0.00036,0,0,0,0,0,0.00018,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Corynebacteriaceae,,,,0.29135,0,0.5095,0,0.95015,0,0,0,0.02995,0,0.07617,0.16429,0,0,0,0,0.08154,0.42349,0,0,0,0,0,0,0,0,0.06946,0.22182,0,0,0.98159,0.40511,0.01393,0.62186,0.00529,0,0.40282,0.32693,0,0,0,0,0.02236,0.36774,0,0,0,0.11723,0,0.82496,0.00912,0.08912,5.85394,0,0,0.21243,0.00079,0,0,0,0,0.31898,0.85275,0.00045,0,0.07369,0.56387,0,0.20138,0,0,0,0.0003,0.03918,0,0.60958,0,0.84275,0,0,0,0,0,0.03139,0.00159,0,0,0.00875,0,0.25103,0,0.05298,0,0,0,0.56295,0.00533,0.16427,0,0,0.05504,0,0,0,0,0.14375,0,0.01535,0.03986,0.05211,0,0.03851,0.09499,0,0,0.08518,0,0.00523,0.21423,0.06553,0
f__Staphylococcaceae,,,,0.07772,0,0.39891,0.00112,0.0161,0.45173,0,0.54553,0.17386,0,0.2736,1.41392,0,0,0.5999,0.13425,0,0.32937,0.00182,0.00131,3.50449,0,0.10649,0.11173,0.00967,0.0007,0.32498,0.15948,0.05236,0.19125,0.00087,0.7583,0,0.49484,0.15417,0,0.4748,0.01121,0.01771,0.01647,0,0.27231,0.00396,0.0418,0,0.04216,0,0.00292,0,1.82438,0,0.56138,0.19654,0.29814,0,1.28742,0,0.19635,0.14108,0.74342,0.10337,0.26785,1.03127,0.93567,0.3633,0.91146,0,0.17261,0,0,0.12212,0.00824,0,0,0,0.40219,0.00225,0.19036,0.38623,0.15401,0.46324,0,0.27566,0.09318,0.05216,0.32466,0.02962,0.0101,0.54064,0.90808,0.52763,0.06643,0,0,0.09227,0.20565,0.88524,0.58958,0.04525,0,0.40173,0.14945,0.27219,0.87056,0,1.63291,0.09936,0,1.27851,0.00058,0.05969,0,0.00697,0.10897,0.23243,0,0.00587,1.33114,3.94684,1.022,0
f__Chromatiaceae,,,,0.01611,0,0,0.088,0,0,0.0224,0.00651,0.0143,0,0.03358,0,0,0,0.00519,0,0.01741,0,0.03438,0,0,0.0881,0,0,0,0.07318,0,0.02484,0,0,0,0.0125,0.01179,0.04229,0.01131,0.03542,0.0585,0,0,0.01396,0.03317,0,0.01883,0.01639,0.11854,0,0.0194,0,0.0218,0.00901,0.00999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02657,0,0.00756,0.02398,0.01783,0.00963,0.0102,0.01251,0.03305,0,0.03225,0.03522,0,0.04679,0,0,0.06025,0.0685,0,0,0,0.05882,0,0,0.01338,0,0,0,0,0,0.01604,0,0.02888,0.00054,0,0.03926,0.0075,0,0,0,0.02749,0.03864,0.06466,0,0.048,0,0,0.00538,0,0,0.06299,0,0,0,0,0
f__FGB3022,,,,0.01456,0,0,0,0,0,0,0,0,0,0,0.00537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995,0,0,0,0,0,0,0,0,0.00796,0,0,0,0,0,0,0,0.00622,0,0,0,0,0,0,0.01914,0,0,0,0,0,0.00262,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01147,0,0,0,0,0,0.00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Candidatus_Saccharibacteria_unclassified,,,,0.01367,0,0,0.00788,0,0,0,0,0,0,0.02438,0,0.00369,0,0,0,0,0.0077,0,0.00355,0,0,0,0,0,0.00305,0,0,0.00269,0,0,0.01109,0.00719,0,0,0,0,0.00332,0,0,0,0,0,0,0,0,0.00621,0.0116,0,0.01004,0.00873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0,0.00501,0.01066,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0.00554,0,0.00299,0,0,0,0.00555,0.01384,0,0,0,0,0,0,0.00766,0,0,0,0,0,0.01249,0,0,0,0,0,0
